YEAR,STATE,COMMODITY,DATA ITEM,METRIC,VALUE
2016,MISSISSIPPI,SOYBEANS, ACRES HARVESTED,ACRE,2020000
2016,MISSISSIPPI,SOYBEANS, ACRES PLANTED,ACRE,2040000
2016,MISSISSIPPI,SOYBEANS, YIELD, MEASURED IN BU / ACRE,48
2016,MISSOURI,SOYBEANS, ACRES HARVESTED,ACRE,5540000
2016,MISSOURI,SOYBEANS, ACRES PLANTED,ACRE,5600000
2016,MISSOURI,SOYBEANS, YIELD, MEASURED IN BU / ACRE,49
2016,NEBRASKA,SOYBEANS, ACRES HARVESTED,ACRE,5150000
2016,NEBRASKA,SOYBEANS, ACRES PLANTED,ACRE,5200000
2016,NEBRASKA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,61
2016,NEW JERSEY,SOYBEANS, ACRES HARVESTED,ACRE,98000
2016,NEW JERSEY,SOYBEANS, ACRES PLANTED,ACRE,100000
2016,NEW JERSEY,SOYBEANS, YIELD, MEASURED IN BU / ACRE,36
2016,NEW YORK,SOYBEANS, ACRES HARVESTED,ACRE,320000
2016,NEW YORK,SOYBEANS, ACRES PLANTED,ACRE,330000
2016,NEW YORK,SOYBEANS, YIELD, MEASURED IN BU / ACRE,41
2016,NORTH CAROLINA,SOYBEANS, ACRES HARVESTED,ACRE,1660000
2016,NORTH CAROLINA,SOYBEANS, ACRES PLANTED,ACRE,1690000
2016,NORTH CAROLINA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,35
2016,NORTH DAKOTA,SOYBEANS, ACRES HARVESTED,ACRE,5990000
2016,NORTH DAKOTA,SOYBEANS, ACRES PLANTED,ACRE,6050000
2016,NORTH DAKOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,41.5
2016,OHIO,SOYBEANS, ACRES HARVESTED,ACRE,4840000
2016,OHIO,SOYBEANS, ACRES PLANTED,ACRE,4850000
2016,OHIO,SOYBEANS, YIELD, MEASURED IN BU / ACRE,54.5
2016,OKLAHOMA,SOYBEANS, ACRES HARVESTED,ACRE,470000
2016,OKLAHOMA,SOYBEANS, ACRES PLANTED,ACRE,485000
2016,OKLAHOMA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,29
2016,OTHER STATES,SOYBEANS, ACRES HARVESTED,ACRE,0
2016,OTHER STATES,SOYBEANS, ACRES PLANTED,ACRE,0
2016,OTHER STATES,SOYBEANS, YIELD, MEASURED IN BU / ACRE,0
2016,PENNSYLVANIA,SOYBEANS, ACRES HARVESTED,ACRE,595000
2016,PENNSYLVANIA,SOYBEANS, ACRES PLANTED,ACRE,600000
2016,PENNSYLVANIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,44
2016,SOUTH CAROLINA,SOYBEANS, ACRES HARVESTED,ACRE,405000
2016,SOUTH CAROLINA,SOYBEANS, ACRES PLANTED,ACRE,420000
2016,SOUTH CAROLINA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,31
2016,SOUTH DAKOTA,SOYBEANS, ACRES HARVESTED,ACRE,5170000
2016,SOUTH DAKOTA,SOYBEANS, ACRES PLANTED,ACRE,5200000
2016,SOUTH DAKOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,49.5
2016,TENNESSEE,SOYBEANS, ACRES HARVESTED,ACRE,1630000
2016,TENNESSEE,SOYBEANS, ACRES PLANTED,ACRE,1660000
2016,TENNESSEE,SOYBEANS, YIELD, MEASURED IN BU / ACRE,45
2016,TEXAS,SOYBEANS, ACRES HARVESTED,ACRE,145000
2016,TEXAS,SOYBEANS, ACRES PLANTED,ACRE,165000
2016,TEXAS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,31
2016,VIRGINIA,SOYBEANS, ACRES HARVESTED,ACRE,600000
2016,VIRGINIA,SOYBEANS, ACRES PLANTED,ACRE,610000
2016,VIRGINIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,36
2016,WEST VIRGINIA,SOYBEANS, ACRES HARVESTED,ACRE,26000
2016,WEST VIRGINIA,SOYBEANS, ACRES PLANTED,ACRE,27000
2016,WEST VIRGINIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,51
2016,WISCONSIN,SOYBEANS, ACRES HARVESTED,ACRE,1950000
2016,WISCONSIN,SOYBEANS, ACRES PLANTED,ACRE,1960000
2016,WISCONSIN,SOYBEANS, YIELD, MEASURED IN BU / ACRE,55
2015,ALABAMA,SOYBEANS, ACRES HARVESTED,ACRE,490000
2015,ALABAMA,SOYBEANS, ACRES PLANTED,ACRE,500000
2015,ALABAMA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,41
2015,ARKANSAS,SOYBEANS, ACRES HARVESTED,ACRE,3170000
2015,ARKANSAS,SOYBEANS, ACRES PLANTED,ACRE,3200000
2015,ARKANSAS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,49
2015,DELAWARE,SOYBEANS, ACRES HARVESTED,ACRE,173000
2015,DELAWARE,SOYBEANS, ACRES PLANTED,ACRE,175000
2015,DELAWARE,SOYBEANS, YIELD, MEASURED IN BU / ACRE,40
2015,FLORIDA,SOYBEANS, ACRES HARVESTED,ACRE,29000
2015,FLORIDA,SOYBEANS, ACRES PLANTED,ACRE,33000
2015,FLORIDA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,38
2015,GEORGIA,SOYBEANS, ACRES HARVESTED,ACRE,310000
2015,GEORGIA,SOYBEANS, ACRES PLANTED,ACRE,325000
2015,GEORGIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,43
2015,ILLINOIS,SOYBEANS, ACRES HARVESTED,ACRE,9720000
2015,ILLINOIS,SOYBEANS, ACRES PLANTED,ACRE,9800000
2015,ILLINOIS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,56
2015,INDIANA,SOYBEANS, ACRES HARVESTED,ACRE,5500000
2015,INDIANA,SOYBEANS, ACRES PLANTED,ACRE,5550000
2015,INDIANA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,50
2015,IOWA,SOYBEANS, ACRES HARVESTED,ACRE,9800000
2015,IOWA,SOYBEANS, ACRES PLANTED,ACRE,9850000
2015,IOWA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,56.5
2015,KANSAS,SOYBEANS, ACRES HARVESTED,ACRE,3860000
2015,KANSAS,SOYBEANS, ACRES PLANTED,ACRE,3900000
2015,KANSAS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,38.5
2015,KENTUCKY,SOYBEANS, ACRES HARVESTED,ACRE,1810000
2015,KENTUCKY,SOYBEANS, ACRES PLANTED,ACRE,1840000
2015,KENTUCKY,SOYBEANS, YIELD, MEASURED IN BU / ACRE,49
2015,LOUISIANA,SOYBEANS, ACRES HARVESTED,ACRE,1390000
2015,LOUISIANA,SOYBEANS, ACRES PLANTED,ACRE,1430000
2015,LOUISIANA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,41
2015,MARYLAND,SOYBEANS, ACRES HARVESTED,ACRE,515000
2015,MARYLAND,SOYBEANS, ACRES PLANTED,ACRE,520000
2015,MARYLAND,SOYBEANS, YIELD, MEASURED IN BU / ACRE,40
2015,MICHIGAN,SOYBEANS, ACRES HARVESTED,ACRE,2020000
2015,MICHIGAN,SOYBEANS, ACRES PLANTED,ACRE,2030000
2015,MICHIGAN,SOYBEANS, YIELD, MEASURED IN BU / ACRE,49
2015,MINNESOTA,SOYBEANS, ACRES HARVESTED,ACRE,7550000
2015,MINNESOTA,SOYBEANS, ACRES PLANTED,ACRE,7600000
2015,MINNESOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,50
2015,MISSISSIPPI,SOYBEANS, ACRES HARVESTED,ACRE,2270000
2015,MISSISSIPPI,SOYBEANS, ACRES PLANTED,ACRE,2300000
2015,MISSISSIPPI,SOYBEANS, YIELD, MEASURED IN BU / ACRE,46
2015,MISSOURI,SOYBEANS, ACRES HARVESTED,ACRE,4470000
2015,MISSOURI,SOYBEANS, ACRES PLANTED,ACRE,4550000
2015,MISSOURI,SOYBEANS, YIELD, MEASURED IN BU / ACRE,40.5
2015,NEBRASKA,SOYBEANS, ACRES HARVESTED,ACRE,5270000
2015,NEBRASKA,SOYBEANS, ACRES PLANTED,ACRE,5300000
2015,NEBRASKA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,58
2015,NEW JERSEY,SOYBEANS, ACRES HARVESTED,ACRE,103000
2015,NEW JERSEY,SOYBEANS, ACRES PLANTED,ACRE,105000
2015,NEW JERSEY,SOYBEANS, YIELD, MEASURED IN BU / ACRE,32
2015,NEW YORK,SOYBEANS, ACRES HARVESTED,ACRE,301000
2015,NEW YORK,SOYBEANS, ACRES PLANTED,ACRE,305000
2015,NEW YORK,SOYBEANS, YIELD, MEASURED IN BU / ACRE,43
2015,NORTH CAROLINA,SOYBEANS, ACRES HARVESTED,ACRE,1730000
2015,NORTH CAROLINA,SOYBEANS, ACRES PLANTED,ACRE,1820000
2015,NORTH CAROLINA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,32
2015,NORTH DAKOTA,SOYBEANS, ACRES HARVESTED,ACRE,5720000
2015,NORTH DAKOTA,SOYBEANS, ACRES PLANTED,ACRE,5750000
2015,NORTH DAKOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,32.5
2015,OHIO,SOYBEANS, ACRES HARVESTED,ACRE,4740000
2015,OHIO,SOYBEANS, ACRES PLANTED,ACRE,4750000
2015,OHIO,SOYBEANS, YIELD, MEASURED IN BU / ACRE,50
2015,OKLAHOMA,SOYBEANS, ACRES HARVESTED,ACRE,375000
2015,OKLAHOMA,SOYBEANS, ACRES PLANTED,ACRE,395000
2015,OKLAHOMA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,31
2015,OTHER STATES,SOYBEANS, ACRES HARVESTED,ACRE,0
2015,OTHER STATES,SOYBEANS, ACRES PLANTED,ACRE,0
2015,OTHER STATES,SOYBEANS, YIELD, MEASURED IN BU / ACRE,0
2015,PENNSYLVANIA,SOYBEANS, ACRES HARVESTED,ACRE,585000
2015,PENNSYLVANIA,SOYBEANS, ACRES PLANTED,ACRE,590000
2015,PENNSYLVANIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,44
2015,SOUTH CAROLINA,SOYBEANS, ACRES HARVESTED,ACRE,370000
2015,SOUTH CAROLINA,SOYBEANS, ACRES PLANTED,ACRE,475000
2015,SOUTH CAROLINA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,26.5
2015,SOUTH DAKOTA,SOYBEANS, ACRES HARVESTED,ACRE,5120000
2015,SOUTH DAKOTA,SOYBEANS, ACRES PLANTED,ACRE,5150000
2015,SOUTH DAKOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,46
2015,TENNESSEE,SOYBEANS, ACRES HARVESTED,ACRE,1720000
2015,TENNESSEE,SOYBEANS, ACRES PLANTED,ACRE,1750000
2015,TENNESSEE,SOYBEANS, YIELD, MEASURED IN BU / ACRE,46
2015,TEXAS,SOYBEANS, ACRES HARVESTED,ACRE,115000
2015,TEXAS,SOYBEANS, ACRES PLANTED,ACRE,130000
2015,TEXAS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,26
2015,VIRGINIA,SOYBEANS, ACRES HARVESTED,ACRE,620000
2015,VIRGINIA,SOYBEANS, ACRES PLANTED,ACRE,630000
2015,VIRGINIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,34.5
2015,WEST VIRGINIA,SOYBEANS, ACRES HARVESTED,ACRE,26000
2015,WEST VIRGINIA,SOYBEANS, ACRES PLANTED,ACRE,27000
2015,WEST VIRGINIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,48
2015,WISCONSIN,SOYBEANS, ACRES HARVESTED,ACRE,1870000
2015,WISCONSIN,SOYBEANS, ACRES PLANTED,ACRE,1880000
2015,WISCONSIN,SOYBEANS, YIELD, MEASURED IN BU / ACRE,49.5
2014,ALABAMA,SOYBEANS, ACRES HARVESTED,ACRE,470000
2014,ALABAMA,SOYBEANS, ACRES PLANTED,ACRE,480000
2014,ALABAMA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,40
2014,ARKANSAS,SOYBEANS, ACRES HARVESTED,ACRE,3200000
2014,ARKANSAS,SOYBEANS, ACRES PLANTED,ACRE,3230000
2014,ARKANSAS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,49.5
2014,DELAWARE,SOYBEANS, ACRES HARVESTED,ACRE,183000
2014,DELAWARE,SOYBEANS, ACRES PLANTED,ACRE,185000
2014,DELAWARE,SOYBEANS, YIELD, MEASURED IN BU / ACRE,47.5
2014,FLORIDA,SOYBEANS, ACRES HARVESTED,ACRE,37000
2014,FLORIDA,SOYBEANS, ACRES PLANTED,ACRE,39000
2014,FLORIDA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,43
2014,GEORGIA,SOYBEANS, ACRES HARVESTED,ACRE,290000
2014,GEORGIA,SOYBEANS, ACRES PLANTED,ACRE,300000
2014,GEORGIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,40
2014,ILLINOIS,SOYBEANS, ACRES HARVESTED,ACRE,9770000
2014,ILLINOIS,SOYBEANS, ACRES PLANTED,ACRE,9800000
2014,ILLINOIS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,56
2014,INDIANA,SOYBEANS, ACRES HARVESTED,ACRE,5440000
2014,INDIANA,SOYBEANS, ACRES PLANTED,ACRE,5450000
2014,INDIANA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,55.5
2014,IOWA,SOYBEANS, ACRES HARVESTED,ACRE,9770000
2014,IOWA,SOYBEANS, ACRES PLANTED,ACRE,9850000
2014,IOWA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,51
2014,KANSAS,SOYBEANS, ACRES HARVESTED,ACRE,3960000
2014,KANSAS,SOYBEANS, ACRES PLANTED,ACRE,4000000
2014,KANSAS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,35.5
2014,KENTUCKY,SOYBEANS, ACRES HARVESTED,ACRE,1750000
2014,KENTUCKY,SOYBEANS, ACRES PLANTED,ACRE,1760000
2014,KENTUCKY,SOYBEANS, YIELD, MEASURED IN BU / ACRE,47.5
2014,LOUISIANA,SOYBEANS, ACRES HARVESTED,ACRE,1395000
2014,LOUISIANA,SOYBEANS, ACRES PLANTED,ACRE,1410000
2014,LOUISIANA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,56.5
2014,MARYLAND,SOYBEANS, ACRES HARVESTED,ACRE,505000
2014,MARYLAND,SOYBEANS, ACRES PLANTED,ACRE,510000
2014,MARYLAND,SOYBEANS, YIELD, MEASURED IN BU / ACRE,46
2014,MICHIGAN,SOYBEANS, ACRES HARVESTED,ACRE,2040000
2014,MICHIGAN,SOYBEANS, ACRES PLANTED,ACRE,2050000
2014,MICHIGAN,SOYBEANS, YIELD, MEASURED IN BU / ACRE,42.5
2014,MINNESOTA,SOYBEANS, ACRES HARVESTED,ACRE,7270000
2014,MINNESOTA,SOYBEANS, ACRES PLANTED,ACRE,7350000
2014,MINNESOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,41.5
2014,MISSISSIPPI,SOYBEANS, ACRES HARVESTED,ACRE,2190000
2014,MISSISSIPPI,SOYBEANS, ACRES PLANTED,ACRE,2210000
2014,MISSISSIPPI,SOYBEANS, YIELD, MEASURED IN BU / ACRE,52
2014,MISSOURI,SOYBEANS, ACRES HARVESTED,ACRE,5590000
2014,MISSOURI,SOYBEANS, ACRES PLANTED,ACRE,5650000
2014,MISSOURI,SOYBEANS, YIELD, MEASURED IN BU / ACRE,46.5
2014,NEBRASKA,SOYBEANS, ACRES HARVESTED,ACRE,5330000
2014,NEBRASKA,SOYBEANS, ACRES PLANTED,ACRE,5400000
2014,NEBRASKA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,54
2014,NEW JERSEY,SOYBEANS, ACRES HARVESTED,ACRE,103000
2014,NEW JERSEY,SOYBEANS, ACRES PLANTED,ACRE,105000
2014,NEW JERSEY,SOYBEANS, YIELD, MEASURED IN BU / ACRE,44
2014,NEW YORK,SOYBEANS, ACRES HARVESTED,ACRE,327000
2014,NEW YORK,SOYBEANS, ACRES PLANTED,ACRE,330000
2014,NEW YORK,SOYBEANS, YIELD, MEASURED IN BU / ACRE,44.5
2014,NORTH CAROLINA,SOYBEANS, ACRES HARVESTED,ACRE,1730000
2014,NORTH CAROLINA,SOYBEANS, ACRES PLANTED,ACRE,1750000
2014,NORTH CAROLINA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,40
2014,NORTH DAKOTA,SOYBEANS, ACRES HARVESTED,ACRE,5870000
2014,NORTH DAKOTA,SOYBEANS, ACRES PLANTED,ACRE,5900000
2014,NORTH DAKOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,34.5
2014,OHIO,SOYBEANS, ACRES HARVESTED,ACRE,4690000
2014,OHIO,SOYBEANS, ACRES PLANTED,ACRE,4700000
2014,OHIO,SOYBEANS, YIELD, MEASURED IN BU / ACRE,52.5
2014,OKLAHOMA,SOYBEANS, ACRES HARVESTED,ACRE,365000
2014,OKLAHOMA,SOYBEANS, ACRES PLANTED,ACRE,375000
2014,OKLAHOMA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,28
2014,PENNSYLVANIA,SOYBEANS, ACRES HARVESTED,ACRE,585000
2014,PENNSYLVANIA,SOYBEANS, ACRES PLANTED,ACRE,590000
2014,PENNSYLVANIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,49
2014,SOUTH CAROLINA,SOYBEANS, ACRES HARVESTED,ACRE,440000
2014,SOUTH CAROLINA,SOYBEANS, ACRES PLANTED,ACRE,450000
2014,SOUTH CAROLINA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,35
2014,SOUTH DAKOTA,SOYBEANS, ACRES HARVESTED,ACRE,5110000
2014,SOUTH DAKOTA,SOYBEANS, ACRES PLANTED,ACRE,5150000
2014,SOUTH DAKOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,45
2014,TENNESSEE,SOYBEANS, ACRES HARVESTED,ACRE,1610000
2014,TENNESSEE,SOYBEANS, ACRES PLANTED,ACRE,1640000
2014,TENNESSEE,SOYBEANS, YIELD, MEASURED IN BU / ACRE,46
2014,TEXAS,SOYBEANS, ACRES HARVESTED,ACRE,135000
2014,TEXAS,SOYBEANS, ACRES PLANTED,ACRE,155000
2014,TEXAS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,38.5
2014,VIRGINIA,SOYBEANS, ACRES HARVESTED,ACRE,640000
2014,VIRGINIA,SOYBEANS, ACRES PLANTED,ACRE,650000
2014,VIRGINIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,39.5
2014,WEST VIRGINIA,SOYBEANS, ACRES HARVESTED,ACRE,26000
2014,WEST VIRGINIA,SOYBEANS, ACRES PLANTED,ACRE,27000
2014,WEST VIRGINIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,51
2014,WISCONSIN,SOYBEANS, ACRES HARVESTED,ACRE,1790000
2014,WISCONSIN,SOYBEANS, ACRES PLANTED,ACRE,1800000
2014,WISCONSIN,SOYBEANS, YIELD, MEASURED IN BU / ACRE,44
2013,ALABAMA,SOYBEANS, ACRES HARVESTED,ACRE,430000
2013,ALABAMA,SOYBEANS, ACRES PLANTED,ACRE,440000
2013,ALABAMA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,43.5
2013,ARKANSAS,SOYBEANS, ACRES HARVESTED,ACRE,3240000
2013,ARKANSAS,SOYBEANS, ACRES PLANTED,ACRE,3270000
2013,ARKANSAS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,43.5
2013,DELAWARE,SOYBEANS, ACRES HARVESTED,ACRE,163000
2013,DELAWARE,SOYBEANS, ACRES PLANTED,ACRE,165000
2013,DELAWARE,SOYBEANS, YIELD, MEASURED IN BU / ACRE,40.5
2013,FLORIDA,SOYBEANS, ACRES HARVESTED,ACRE,30000
2013,FLORIDA,SOYBEANS, ACRES PLANTED,ACRE,32000
2013,FLORIDA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,41
2013,GEORGIA,SOYBEANS, ACRES HARVESTED,ACRE,230000
2013,GEORGIA,SOYBEANS, ACRES PLANTED,ACRE,235000
2013,GEORGIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,40.5
2013,ILLINOIS,SOYBEANS, ACRES HARVESTED,ACRE,9480000
2013,ILLINOIS,SOYBEANS, ACRES PLANTED,ACRE,9500000
2013,ILLINOIS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,50
2013,INDIANA,SOYBEANS, ACRES HARVESTED,ACRE,5190000
2013,INDIANA,SOYBEANS, ACRES PLANTED,ACRE,5200000
2013,INDIANA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,51.5
2013,IOWA,SOYBEANS, ACRES HARVESTED,ACRE,9250000
2013,IOWA,SOYBEANS, ACRES PLANTED,ACRE,9300000
2013,IOWA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,45.5
2013,KANSAS,SOYBEANS, ACRES HARVESTED,ACRE,3540000
2013,KANSAS,SOYBEANS, ACRES PLANTED,ACRE,3600000
2013,KANSAS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,37
2013,KENTUCKY,SOYBEANS, ACRES HARVESTED,ACRE,1660000
2013,KENTUCKY,SOYBEANS, ACRES PLANTED,ACRE,1670000
2013,KENTUCKY,SOYBEANS, YIELD, MEASURED IN BU / ACRE,50
2013,LOUISIANA,SOYBEANS, ACRES HARVESTED,ACRE,1120000
2013,LOUISIANA,SOYBEANS, ACRES PLANTED,ACRE,1130000
2013,LOUISIANA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,48.5
2013,MARYLAND,SOYBEANS, ACRES HARVESTED,ACRE,480000
2013,MARYLAND,SOYBEANS, ACRES PLANTED,ACRE,485000
2013,MARYLAND,SOYBEANS, YIELD, MEASURED IN BU / ACRE,39.5
2013,MICHIGAN,SOYBEANS, ACRES HARVESTED,ACRE,1920000
2013,MICHIGAN,SOYBEANS, ACRES PLANTED,ACRE,1930000
2013,MICHIGAN,SOYBEANS, YIELD, MEASURED IN BU / ACRE,44.5
2013,MINNESOTA,SOYBEANS, ACRES HARVESTED,ACRE,6620000
2013,MINNESOTA,SOYBEANS, ACRES PLANTED,ACRE,6700000
2013,MINNESOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,42
2013,MISSISSIPPI,SOYBEANS, ACRES HARVESTED,ACRE,1990000
2013,MISSISSIPPI,SOYBEANS, ACRES PLANTED,ACRE,2010000
2013,MISSISSIPPI,SOYBEANS, YIELD, MEASURED IN BU / ACRE,46
2013,MISSOURI,SOYBEANS, ACRES HARVESTED,ACRE,5610000
2013,MISSOURI,SOYBEANS, ACRES PLANTED,ACRE,5650000
2013,MISSOURI,SOYBEANS, YIELD, MEASURED IN BU / ACRE,36
2013,NEBRASKA,SOYBEANS, ACRES HARVESTED,ACRE,4770000
2013,NEBRASKA,SOYBEANS, ACRES PLANTED,ACRE,4800000
2013,NEBRASKA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,53.5
2013,NEW JERSEY,SOYBEANS, ACRES HARVESTED,ACRE,88000
2013,NEW JERSEY,SOYBEANS, ACRES PLANTED,ACRE,90000
2013,NEW JERSEY,SOYBEANS, YIELD, MEASURED IN BU / ACRE,39.5
2013,NEW YORK,SOYBEANS, ACRES HARVESTED,ACRE,278000
2013,NEW YORK,SOYBEANS, ACRES PLANTED,ACRE,280000
2013,NEW YORK,SOYBEANS, YIELD, MEASURED IN BU / ACRE,48
2013,NORTH CAROLINA,SOYBEANS, ACRES HARVESTED,ACRE,1450000
2013,NORTH CAROLINA,SOYBEANS, ACRES PLANTED,ACRE,1480000
2013,NORTH CAROLINA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,33.5
2013,NORTH DAKOTA,SOYBEANS, ACRES HARVESTED,ACRE,4630000
2013,NORTH DAKOTA,SOYBEANS, ACRES PLANTED,ACRE,4650000
2013,NORTH DAKOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,30.5
2013,OHIO,SOYBEANS, ACRES HARVESTED,ACRE,4490000
2013,OHIO,SOYBEANS, ACRES PLANTED,ACRE,4500000
2013,OHIO,SOYBEANS, YIELD, MEASURED IN BU / ACRE,49.5
2013,OKLAHOMA,SOYBEANS, ACRES HARVESTED,ACRE,335000
2013,OKLAHOMA,SOYBEANS, ACRES PLANTED,ACRE,345000
2013,OKLAHOMA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,30.5
2013,PENNSYLVANIA,SOYBEANS, ACRES HARVESTED,ACRE,535000
2013,PENNSYLVANIA,SOYBEANS, ACRES PLANTED,ACRE,540000
2013,PENNSYLVANIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,49
2013,SOUTH CAROLINA,SOYBEANS, ACRES HARVESTED,ACRE,310000
2013,SOUTH CAROLINA,SOYBEANS, ACRES PLANTED,ACRE,320000
2013,SOUTH CAROLINA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,28.5
2013,SOUTH DAKOTA,SOYBEANS, ACRES HARVESTED,ACRE,4580000
2013,SOUTH DAKOTA,SOYBEANS, ACRES PLANTED,ACRE,4600000
2013,SOUTH DAKOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,40.5
2013,TENNESSEE,SOYBEANS, ACRES HARVESTED,ACRE,1550000
2013,TENNESSEE,SOYBEANS, ACRES PLANTED,ACRE,1580000
2013,TENNESSEE,SOYBEANS, YIELD, MEASURED IN BU / ACRE,46.5
2013,TEXAS,SOYBEANS, ACRES HARVESTED,ACRE,92000
2013,TEXAS,SOYBEANS, ACRES PLANTED,ACRE,105000
2013,TEXAS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,25.5
2013,VIRGINIA,SOYBEANS, ACRES HARVESTED,ACRE,600000
2013,VIRGINIA,SOYBEANS, ACRES PLANTED,ACRE,610000
2013,VIRGINIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,38.5
2013,WEST VIRGINIA,SOYBEANS, ACRES HARVESTED,ACRE,22000
2013,WEST VIRGINIA,SOYBEANS, ACRES PLANTED,ACRE,23000
2013,WEST VIRGINIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,46.5
2013,WISCONSIN,SOYBEANS, ACRES HARVESTED,ACRE,1550000
2013,WISCONSIN,SOYBEANS, ACRES PLANTED,ACRE,1580000
2013,WISCONSIN,SOYBEANS, YIELD, MEASURED IN BU / ACRE,39
2012,ALABAMA,SOYBEANS, ACRES HARVESTED,ACRE,335000
2012,ALABAMA,SOYBEANS, ACRES PLANTED,ACRE,340000
2012,ALABAMA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,45
2012,ARKANSAS,SOYBEANS, ACRES HARVESTED,ACRE,3150000
2012,ARKANSAS,SOYBEANS, ACRES PLANTED,ACRE,3200000
2012,ARKANSAS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,43.5
2012,DELAWARE,SOYBEANS, ACRES HARVESTED,ACRE,168000
2012,DELAWARE,SOYBEANS, ACRES PLANTED,ACRE,170000
2012,DELAWARE,SOYBEANS, YIELD, MEASURED IN BU / ACRE,42.5
2012,FLORIDA,SOYBEANS, ACRES HARVESTED,ACRE,20000
2012,FLORIDA,SOYBEANS, ACRES PLANTED,ACRE,21000
2012,FLORIDA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,39
2012,GEORGIA,SOYBEANS, ACRES HARVESTED,ACRE,215000
2012,GEORGIA,SOYBEANS, ACRES PLANTED,ACRE,220000
2012,GEORGIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,37.5
2012,ILLINOIS,SOYBEANS, ACRES HARVESTED,ACRE,8930000
2012,ILLINOIS,SOYBEANS, ACRES PLANTED,ACRE,9050000
